;Quantite Commande;Cout standard;Nom Client;Ville;Nom Produit;Couleur;Prix;Modele;Sous Categorie;Categorie;Type Business;Type Canal;Region;Pays;Continent;Date;Etat Civil;Genre;Revenu annuel;Nbr Enfants;Poste;Propeietaire Maison;Nbr Voitures;Annee;Mois;Semaine;Saison;Age;Tranche d'âge
3095;10;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3096;6;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 48;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3097;2;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, M;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3098;3;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, XL;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3099;11;3.3963;Jordan Hernandez;Grossmont;Mountain Bike Socks, M;Inconnu;9.5;Mountain Bike Socks;Socks;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3100;8;5.7052;Jordan Hernandez;Grossmont;AWC Logo Cap;Inconnu;8.6442;Cycling Cap;Caps;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3101;5;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Blue;Bleu;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3102;2;699.0928;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 48;Noir;1349.6;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3103;2;617.0281;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 38;Noir;1191.1739;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3104;3;623.8403;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 46;Argent;1204.3248;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3105;11;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 38;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3106;2;706.811;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 48;Argent;1364.5;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3107;3;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Black;Noir;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3108;4;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Red;Rouge;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3109;2;623.8403;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 38;Argent;1204.3248;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3110;3;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 44;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3111;5;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 48;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3112;7;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 42;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3113;2;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3114;2;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 48;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3115;2;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Blue;Bleu;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3116;1;699.0928;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 48;Noir;1349.6;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3117;1;623.8403;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 46;Argent;1204.3248;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3118;1;706.811;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 48;Argent;1364.5;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3119;1;623.8403;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 42;Argent;1204.3248;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3120;1;699.0928;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 44;Noir;1349.6;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3121;1;413.1463;Jordan Hernandez;Grossmont;Road-650 Black, 58;Noir;699.0982;Road-650;Road Bikes;Bikes;Specialty Bike Shop;Reseller;Northwest;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3122;2;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, M;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3123;2;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, XL;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3124;1;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Blue;Bleu;33.6442;Sport-100;Helmets;Accessories;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3125;2;413.1463;Jordan Hernandez;Grossmont;Road-650 Red, 44;Rouge;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3126;1;884.7083;Jordan Hernandez;Grossmont;Road-450 Red, 52;Rouge;1457.99;Road-450;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3127;2;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, L;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3128;1;413.1463;Jordan Hernandez;Grossmont;Road-650 Red, 52;Rouge;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3129;2;413.1463;Jordan Hernandez;Grossmont;Road-650 Black, 52;Noir;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3130;1;181.4857;Jordan Hernandez;Grossmont;LL Road Frame - Red, 62;Rouge;306.5636;LL Road Frame;Road Frames;Components;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3131;1;884.7083;Jordan Hernandez;Grossmont;Road-450 Red, 58;Rouge;1457.99;Road-450;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3132;1;181.4857;Jordan Hernandez;Grossmont;LL Road Frame - Red, 44;Rouge;306.5636;LL Road Frame;Road Frames;Components;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3133;2;413.1463;Jordan Hernandez;Grossmont;Road-650 Black, 58;Noir;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3134;1;413.1463;Jordan Hernandez;Grossmont;Road-650 Black, 44;Noir;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3135;1;413.1463;Jordan Hernandez;Grossmont;Road-650 Red, 48;Rouge;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3136;1;352.1394;Jordan Hernandez;Grossmont;ML Road Frame - Red, 48;Rouge;594.83;ML Road Frame;Road Frames;Components;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3137;3;181.4857;Jordan Hernandez;Grossmont;LL Road Frame - Red, 60;Rouge;306.5636;LL Road Frame;Road Frames;Components;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3138;4;176.1997;Jordan Hernandez;Grossmont;LL Road Frame - Black, 58;Noir;297.6346;LL Road Frame;Road Frames;Components;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3139;1;2171.2942;Jordan Hernandez;Grossmont;Road-150 Red, 62;Rouge;3578.27;Road-150;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3140;1;413.1463;Jordan Hernandez;Grossmont;Road-650 Red, 60;Rouge;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3141;4;413.1463;Jordan Hernandez;Grossmont;Road-650 Black, 60;Noir;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3142;1;884.7083;Jordan Hernandez;Grossmont;Road-450 Red, 60;Rouge;1457.99;Road-450;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3143;4;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Red;Rouge;33.6442;Sport-100;Helmets;Accessories;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3144;1;413.1463;Jordan Hernandez;Grossmont;Road-650 Black, 62;Noir;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3145;2;413.1463;Jordan Hernandez;Grossmont;Road-650 Red, 58;Rouge;699.0982;Road-650;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3146;1;2171.2942;Jordan Hernandez;Grossmont;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3147;3;2171.2942;Jordan Hernandez;Grossmont;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3148;1;2171.2942;Jordan Hernandez;Grossmont;Road-150 Red, 44;Rouge;3578.27;Road-150;Road Bikes;Bikes;Value Added Reseller;Reseller;Central;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3149;1;2171.2942;Dale Anand;Burbank;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-11-19;célibataire;Homme;70000;0;Professional;NON;2;2017;11;46;Hiver;29;20-40
3150;1;2171.2942;Andrea Murphy;Santa Monica;Road-150 Red, 48;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Southwest;United States;North America;2017-11-19;célibataire;Femme;70000;0;Professional;OUI;0;2017;11;46;Hiver;30;20-40
3151;2;5.7052;Jordan Hernandez;Grossmont;AWC Logo Cap;Inconnu;8.6442;Cycling Cap;Caps;Clothing;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3152;3;413.1463;Jordan Hernandez;Grossmont;Road-650 Red, 44;Rouge;699.0982;Road-650;Road Bikes;Bikes;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3153;1;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, L;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3154;1;413.1463;Jordan Hernandez;Grossmont;Road-650 Black, 52;Noir;699.0982;Road-650;Road Bikes;Bikes;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3155;2;413.1463;Jordan Hernandez;Grossmont;Road-650 Black, 58;Noir;699.0982;Road-650;Road Bikes;Bikes;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3156;4;413.1463;Jordan Hernandez;Grossmont;Road-650 Red, 48;Rouge;699.0982;Road-650;Road Bikes;Bikes;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3157;3;413.1463;Jordan Hernandez;Grossmont;Road-650 Red, 62;Rouge;699.0982;Road-650;Road Bikes;Bikes;Specialty Bike Shop;Reseller;Northeast;United States;North America;2017-11-19;Marié(e);Homme;120000;3;Professional;OUI;4;2017;11;46;Hiver;42;40-60
3382;2;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3383;1;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 44;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3384;2;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 48;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3385;4;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 38;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3386;2;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 42;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3387;3;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3388;8;3.3963;Jordan Hernandez;Grossmont;Mountain Bike Socks, M;Inconnu;9.5;Mountain Bike Socks;Socks;Clothing;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3389;3;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 38;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3390;4;3.3963;Jordan Hernandez;Grossmont;Mountain Bike Socks, L;Inconnu;9.5;Mountain Bike Socks;Socks;Clothing;Specialty Bike Shop;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3391;2;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3392;6;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 44;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3393;2;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 48;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3394;3;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 38;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3395;2;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3396;3;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 48;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3397;1;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, M;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3398;1;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, XL;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3399;6;3.3963;Jordan Hernandez;Grossmont;Mountain Bike Socks, M;Inconnu;9.5;Mountain Bike Socks;Socks;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3400;2;5.7052;Jordan Hernandez;Grossmont;AWC Logo Cap;Inconnu;8.6442;Cycling Cap;Caps;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3401;2;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Blue;Bleu;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3402;4;699.0928;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 48;Noir;1349.6;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3403;1;617.0281;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 42;Noir;1191.1739;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3404;1;617.0281;Jordan Hernandez;Grossmont;HL Mountain Frame - Black, 38;Noir;1191.1739;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3405;6;31.7244;Jordan Hernandez;Grossmont;Long-Sleeve Logo Jersey, L;Inconnu;48.0673;Long-Sleeve Logo Jersey;Jerseys;Clothing;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3406;1;623.8403;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 46;Argent;1204.3248;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3407;3;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 38;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3408;1;706.811;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 48;Argent;1364.5;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3409;1;12.0278;Jordan Hernandez;Grossmont;Sport-100 Helmet, Black;Noir;33.6442;Sport-100;Helmets;Accessories;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3410;5;623.8403;Jordan Hernandez;Grossmont;HL Mountain Frame - Silver, 38;Argent;1204.3248;HL Mountain Frame;Mountain Frames;Components;Warehouse;Reseller;Southeast;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3411;1;2171.2942;Rachel Washington;Woodburn;Road-150 Red, 52;Rouge;3578.27;Road-150;Road Bikes;Bikes;[Not Applicable];Internet;Northwest;United States;North America;2017-09-03;Marié(e);Femme;60000;0;Skilled Manual;OUI;1;2017;09;35;Automn;40;20-40
3412;1;1898.0944;Jordan Hernandez;Grossmont;Mountain-100 Black, 42;Noir;3374.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Southwest;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3413;2;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 38;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Southwest;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3414;3;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 42;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Southwest;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
3415;3;1912.1544;Jordan Hernandez;Grossmont;Mountain-100 Silver, 44;Argent;3399.99;Mountain-100;Mountain Bikes;Bikes;Value Added Reseller;Reseller;Southwest;United States;North America;2017-09-03;Marié(e);Homme;120000;3;Professional;OUI;4;2017;09;35;Automn;42;40-60
